LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,good_credit,SEX_Female,SEX_Male,EDUCATION_Graduate_school,EDUCATION_High_school,EDUCATION_Others,EDUCATION_University,MARRIAGE_Married,MARRIAGE_Others,MARRIAGE_Single,PAY_0_Pay_delay>=1,PAY_0_Pay_duly,PAY_2_Pay_delay>=1,PAY_2_Pay_duly,PAY_3_Pay_delay>=1,PAY_3_Pay_duly,PAY_4_Pay_delay>=1,PAY_4_Pay_duly,PAY_5_Pay_delay>=1,PAY_5_Pay_duly,PAY_6_Pay_delay>=1,PAY_6_Pay_duly
50000.0,24,43219.0,35137.0,25862.0,12468.0,12381.0,12683.0,2400.0,1900.0,2400.0,250.0,500.0,0.0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
300000.0,31,17641.0,2749.0,27838.0,4184.0,856.0,6781.0,2765.0,28773.0,0.0,856.0,6781.0,8462.0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1
50000.0,23,48482.0,47226.0,11151.0,-2897.0,48211.0,48154.0,2500.0,3002.0,1500.0,52000.0,1900.0,1800.0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
60000.0,46,3046.0,286.0,6466.0,6469.0,5364.0,3664.0,285.0,6466.0,3.0,5.0,10.0,15219.0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
60000.0,37,30381.0,29986.0,29210.0,29729.0,30505.0,32232.0,366.0,0.0,1300.0,1400.0,2400.0,2300.0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0
160000.0,61,390.0,390.0,390.0,780.0,390.0,390.0,390.0,390.0,780.0,0.0,390.0,390.0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
200000.0,32,14279.0,3904.0,24274.0,5196.0,4996.0,16890.0,3904.0,24277.0,4996.0,0.0,16890.0,6077.0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
80000.0,25,45031.0,47087.0,48833.0,47750.0,50950.0,51984.0,3100.0,2800.0,0.0,4000.0,2000.0,2000.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
160000.0,26,1319.0,3934.0,399.0,690.0,590.0,0.0,3941.0,399.0,690.0,590.0,0.0,1926.0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
340000.0,30,338272.0,339191.0,325675.0,285417.0,284834.0,284549.0,15000.0,15000.0,15000.0,12000.0,12500.0,11000.0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
100000.0,38,89745.0,91659.0,96808.0,84528.0,67873.0,65503.0,3421.0,7728.0,0.0,5000.0,2600.0,0.0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0
180000.0,68,127933.0,133279.0,127636.0,138164.0,142921.0,153691.0,15000.0,12000.0,20000.0,10000.0,20000.0,5000.0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
10000.0,38,8188.0,6780.0,390.0,390.0,0.0,780.0,1000.0,390.0,390.0,0.0,780.0,0.0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
140000.0,30,90313.0,103560.0,78842.0,67003.0,0.0,0.0,15037.0,5.0,2007.0,0.0,0.0,0.0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1
140000.0,48,80740.0,82439.0,84125.0,85968.0,88679.0,99558.0,3000.0,3060.0,3241.0,4264.0,12400.0,0.0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
240000.0,41,129776.0,126395.0,129371.0,132218.0,136003.0,139798.0,5000.0,5000.0,5000.0,6000.0,6000.0,5098.0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
350000.0,33,293303.0,338272.0,177483.0,182381.0,194678.0,215024.0,50070.0,10000.0,8000.0,15036.0,30050.0,8110.0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
200000.0,25,0.0,169.0,1192.0,1599.0,0.0,0.0,169.0,1192.0,1599.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
170000.0,44,10309.0,4944.0,28144.0,1883.0,27938.0,14832.0,4944.0,28144.0,1883.0,27938.0,14832.0,0.0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
300000.0,26,293880.0,242669.0,76777.0,34072.0,11632.0,15429.0,11128.0,47009.0,34044.0,11677.0,15483.0,6098.0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
70000.0,22,66007.0,57354.0,58204.0,58171.0,47135.0,44585.0,2057.0,2168.0,2000.0,2007.0,2000.0,2000.0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
100000.0,22,96491.0,94043.0,97522.0,97696.0,90605.0,85293.0,0.0,5000.0,3000.0,2113.0,2995.0,139.0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1
390000.0,32,60425.0,49480.0,46201.0,38770.0,3914.0,6568.0,1781.0,2188.0,1000.0,8572.0,6568.0,11416.0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
180000.0,40,93648.0,92017.0,87173.0,83205.0,84996.0,89723.0,4246.0,3000.0,3100.0,3200.0,7500.0,2916.0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
220000.0,28,25000.0,25000.0,0.0,0.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
30000.0,29,390.0,0.0,780.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
240000.0,44,21643.0,19743.0,20298.0,15475.0,15852.0,16208.0,1400.0,1300.0,1000.0,1000.0,1000.0,1000.0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
500000.0,44,150758.0,62931.0,21296.0,19897.0,4460.0,4195.0,63256.0,21408.0,19996.0,4482.0,4212.0,16748.0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
350000.0,39,325.0,2770.0,2247.0,1930.0,80392.0,78638.0,2770.0,0.0,8.0,80408.0,3142.0,2720.0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1
50000.0,30,48591.0,37944.0,50135.0,49526.0,19686.0,19374.0,12000.0,13000.0,5000.0,4010.0,6000.0,3000.0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
10000.0,45,9503.0,7238.0,9407.0,8126.0,8838.0,9039.0,0.0,2310.0,0.0,1000.0,500.0,335.0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1
110000.0,23,19980.0,20683.0,21654.0,21998.0,23255.0,24527.0,2500.0,2000.0,1400.0,2000.0,1800.0,1100.0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
30000.0,24,18103.0,18418.0,19270.0,19810.0,19583.0,20231.0,900.0,1215.0,755.0,639.0,1200.0,243.0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1
260000.0,45,4856.0,1853.0,108.0,0.0,134.0,4950.0,1853.0,108.0,0.0,134.0,4950.0,500.0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1
100000.0,32,85366.0,87064.0,89401.0,90470.0,44610.0,45806.0,3114.0,3738.0,3059.0,1450.0,1765.0,1473.0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
30000.0,35,25078.0,25538.0,25880.0,25873.0,26157.0,26918.0,1500.0,1387.0,893.0,1000.0,1501.0,2000.0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
500000.0,51,79461.0,75952.0,77726.0,79494.0,83150.0,85805.0,3000.0,3000.0,4000.0,5000.0,4000.0,4000.0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
150000.0,42,496.0,1188.0,940.0,965.0,965.0,726.0,940.0,0.0,965.0,0.0,726.0,0.0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1
200000.0,47,389.0,389.0,389.0,389.0,389.0,389.0,390.0,390.0,390.0,390.0,390.0,385.0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
120000.0,38,50441.0,41960.0,34024.0,30564.0,22702.0,23175.0,2000.0,1361.0,1000.0,824.0,851.0,812.0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
50000.0,38,21912.0,22939.0,23647.0,24118.0,24729.0,25267.0,1685.0,1393.0,864.0,1000.0,950.0,936.0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
110000.0,25,23459.0,27157.0,26549.0,34222.0,44062.0,45036.0,4000.0,0.0,9000.0,10700.0,1700.0,0.0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0
220000.0,31,2828.0,2828.0,2828.0,2828.0,2828.0,3013.0,2828.0,2828.0,2828.0,2828.0,3013.0,2828.0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
280000.0,25,196909.0,176261.0,174573.0,174488.0,172747.0,126494.0,6285.0,5897.0,5895.0,7747.0,6509.0,11234.0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
20000.0,56,15552.0,16596.0,17609.0,17329.0,17850.0,18046.0,1300.0,1300.0,700.0,800.0,602.0,600.0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
