LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,good_credit
200000.0,Female,University,Married,35,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,7677.0,14704.0,8000.0,10285.0,16285.0,4815.0,7240.0,2000.0,2285.0,6000.0,1500.0,0.0,1
20000.0,Female,Graduate_school,Single,22,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,18479.0,2005.0,7839.0,5386.0,10690.0,3413.0,2022.0,15210.0,1000.0,10690.0,3413.0,390.0,1
360000.0,Female,Graduate_school,Single,29,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,15854.0,8174.0,1004.0,1004.0,646.0,3508.0,1000.0,1004.0,1004.0,646.0,3508.0,0.0,1
290000.0,Male,University,Married,36,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,72774.0,67311.0,66183.0,61332.0,62445.0,59213.0,3500.0,3000.0,3000.0,3000.0,3000.0,3000.0,1
20000.0,Male,University,Single,34,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_duly,Pay_duly,Pay_delay>=1,16456.0,17382.0,16814.0,18229.0,20314.0,19704.0,1500.0,0.0,1700.0,2700.0,0.0,600.0,0
50000.0,Male,University,Single,49,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,90231.0,90647.0,92309.0,93880.0,99418.0,101392.0,2852.0,2784.0,2603.0,10000.0,3164.0,2868.0,0
220000.0,Male,University,Single,29,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,31037.0,6244.0,0.0,0.0,0.0,0.0,3050.0,0.0,0.0,0.0,0.0,0.0,1
450000.0,Male,Graduate_school,Single,31,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_duly,Pay_duly,153246.0,151659.0,10199.0,0.0,0.0,0.0,4009.0,2000.0,0.0,0.0,0.0,0.0,0
90000.0,Female,University,Single,36,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,0
120000.0,Female,University,Married,26,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,13587.0,11433.0,7823.0,0.0,4913.0,7023.0,11433.0,7823.0,0.0,4913.0,7023.0,2176.0,1
400000.0,Female,Graduate_school,Married,41,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,8.0,1274.0,19143.0,20305.0,22063.0,20695.0,1274.0,19143.0,1305.0,2063.0,1695.0,195000.0,1
200000.0,Female,High_school,Married,41,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0,1
320000.0,Female,High_school,Single,29,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,500.0,500.0,0.0,0.0,0.0,2900.0,500.0,0.0,0.0,0.0,2900.0,0.0,1
260000.0,Male,Graduate_school,Married,30,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,1131.0,291.0,582.0,291.0,0.0,291.0,291.0,582.0,0.0,0.0,130291.0,651.0,0
50000.0,Female,Graduate_school,Single,34,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,1884.0,1077.0,4886.0,3682.0,3190.0,2451.0,1077.0,5693.0,4255.0,3190.0,2451.0,4425.0,1
60000.0,Female,University,Single,27,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_duly,Pay_duly,49099.0,49817.0,50406.0,47771.0,48803.0,52190.0,1800.0,1710.0,0.0,1800.0,4200.0,0.0,0
210000.0,Female,University,Single,30,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_delay>=1,Pay_duly,77637.0,80205.0,82549.0,89170.0,56683.0,10496.0,4400.0,4600.0,9086.0,0.0,1000.0,99100.0,1
270000.0,Male,University,Single,31,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_duly,16616.0,16911.0,14692.0,13907.0,10660.0,10683.0,2500.0,0.0,1000.0,0.0,2000.0,1000.0,1
290000.0,Female,High_school,Married,46,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,73612.0,44236.0,3253.0,766.0,168322.0,169676.0,2207.0,1000.0,766.0,168342.0,7000.0,5100.0,1
180000.0,Female,High_school,Single,30,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,163935.0,153152.0,147032.0,122196.0,103692.0,70204.0,7722.0,6091.0,3563.0,3605.0,3000.0,3211.0,1
50000.0,Male,University,Single,29,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_delay>=1,Pay_delay>=1,13192.0,14668.0,15614.0,17155.0,16741.0,19131.0,2000.0,1500.0,1800.0,0.0,2843.0,0.0,0
80000.0,Female,Others,Married,25,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,74180.0,75296.0,74792.0,75825.0,77454.0,78862.0,3500.0,4000.0,3400.0,4000.0,3349.0,2784.0,1
180000.0,Female,Graduate_school,Married,35,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,1651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,1
