LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,good_credit
250000.0,Male,High_school,Married,28,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,249827.0,191305.0,90497.0,92278.0,93354.0,95309.0,8500.0,3899.0,3913.0,3186.0,3301.0,3525.0,1
20000.0,Male,University,Single,47,Pay_duly,Pay_duly,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,14591.0,16254.0,16686.0,17406.0,18123.0,19680.0,1900.0,1000.0,1000.0,1000.0,1864.0,1000.0,1
310000.0,Male,Graduate_school,Single,26,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,47330.0,48947.0,49738.0,53602.0,40510.0,43742.0,4000.0,5000.0,5052.0,9950.0,5000.0,5000.0,1
230000.0,Female,University,Married,34,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,566.0,2329.0,1894.0,2528.0,1865.0,1496.0,2329.0,1894.0,2532.0,1865.0,1496.0,1873.0,1
80000.0,Male,University,Single,48,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,74658.0,72885.0,47663.0,48350.0,47208.0,46292.0,2500.0,2000.0,2000.0,2000.0,2000.0,2000.0,1
200000.0,Male,Graduate_school,Married,39,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_delay>=1,Pay_delay>=1,303347.0,171592.0,176615.0,185049.0,188375.0,183069.0,6500.0,8051.0,13000.0,6500.0,0.0,6700.0,1
260000.0,Female,High_school,Single,30,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,1264.0,6894.0,2917.0,-70.0,2300.0,2784.0,6894.0,2917.0,0.0,2784.0,5568.0,1714.0,1
10000.0,Female,Graduate_school,Married,27,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,6031.0,836.0,2032.0,2150.0,1490.0,390.0,836.0,2032.0,1000.0,1000.0,390.0,1632.0,1
150000.0,Male,Graduate_school,Married,28,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,145728.0,145240.0,148755.0,133414.0,101284.0,73255.0,5002.0,6009.0,3259.0,149.0,1866.0,0.0,1
80000.0,Male,Graduate_school,Married,40,Pay_duly,Pay_duly,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,28054.0,31201.0,31594.0,30787.0,34513.0,34995.0,3600.0,1200.0,0.0,4246.0,1200.0,1500.0,0
500000.0,Female,Graduate_school,Married,45,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,1905.0,3640.0,162.0,0.0,151.0,2530.0,3640.0,162.0,0.0,151.0,2530.0,0.0,1
500000.0,Male,Graduate_school,Single,33,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,5379.0,2062.0,10515.0,4158.0,7958.0,-196.0,2065.0,10556.0,4170.0,7963.0,196.0,7083.0,1
10000.0,Male,University,Married,58,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_delay>=1,Pay_duly,8857.0,9964.0,9654.0,10348.0,10044.0,10009.0,1400.0,0.0,1000.0,0.0,515.0,344.0,0
20000.0,Female,University,Married,47,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,1343.0,1547.0,1539.0,1066.0,18187.0,18212.0,1547.0,1539.0,1066.0,18660.0,771.0,1000.0,1
20000.0,Male,University,Single,45,Pay_duly,Pay_duly,Pay_duly,Pay_delay>=1,Pay_duly,Pay_duly,17369.0,28513.0,27836.0,23480.0,19469.0,16310.0,15000.0,3273.0,0.0,389.0,326.0,813.0,1
120000.0,Female,Graduate_school,Single,27,Pay_delay>=1,Pay_duly,Pay_duly,Pay_duly,Pay_duly,Pay_duly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
